hospital_340b_id,hospital_name,ccn,contract_pharmacy_name,pharmacy_address,status,effective_date,likely_distributor
DSH210013,Regional Medical Center 13,210013,Rite Aid,"235 Main St, City 13",Active,2020-01-01,McKesson
DSH210013,Regional Medical Center 13,210013,CVS Pharmacy,"475 Main St, City 13",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,CVS Pharmacy,"369 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walgreens,"905 Main St, City 14",Active,2020-01-01,Cardinal Health
DSH210014,Hospital Center 14 - North,210014,CVS Pharmacy,"846 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,CVS Pharmacy,"916 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Rite Aid,"364 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Rite Aid,"740 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walmart Pharmacy,"655 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walgreens,"367 Main St, City 14",Active,2020-01-01,Cardinal Health
DSH210014,Hospital Center 14 - North,210014,Walmart Pharmacy,"723 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walmart Pharmacy,"427 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walmart Pharmacy,"626 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Rite Aid,"680 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,CVS Pharmacy,"968 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Rite Aid,"355 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walgreens,"857 Main St, City 14",Active,2020-01-01,Cardinal Health
DSH210014,Hospital Center 14 - North,210014,Rite Aid,"548 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walgreens,"587 Main St, City 14",Active,2020-01-01,Cardinal Health
DSH210014,Hospital Center 14 - North,210014,Walmart Pharmacy,"264 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walgreens,"841 Main St, City 14",Active,2020-01-01,Cardinal Health
DSH210014,Hospital Center 14 - North,210014,CVS Pharmacy,"254 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walgreens,"171 Main St, City 14",Active,2020-01-01,Cardinal Health
DSH210014,Hospital Center 14 - North,210014,Rite Aid,"259 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Rite Aid,"777 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walmart Pharmacy,"963 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,CVS Pharmacy,"538 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Rite Aid,"184 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Rite Aid,"193 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Rite Aid,"919 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Rite Aid,"422 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Rite Aid,"111 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,CVS Pharmacy,"203 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walmart Pharmacy,"566 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walgreens,"593 Main St, City 14",Active,2020-01-01,Cardinal Health
DSH210014,Hospital Center 14 - North,210014,Walgreens,"729 Main St, City 14",Active,2020-01-01,Cardinal Health
DSH210014,Hospital Center 14 - North,210014,Walgreens,"900 Main St, City 14",Active,2020-01-01,Cardinal Health
DSH210014,Hospital Center 14 - North,210014,Walgreens,"772 Main St, City 14",Active,2020-01-01,Cardinal Health
DSH210014,Hospital Center 14 - North,210014,Rite Aid,"292 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walmart Pharmacy,"594 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walmart Pharmacy,"970 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Rite Aid,"224 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walmart Pharmacy,"816 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walgreens,"272 Main St, City 14",Active,2020-01-01,Cardinal Health
DSH210014,Hospital Center 14 - North,210014,CVS Pharmacy,"885 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Rite Aid,"664 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,CVS Pharmacy,"315 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,CVS Pharmacy,"721 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,CVS Pharmacy,"178 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walgreens,"801 Main St, City 14",Active,2020-01-01,Cardinal Health
DSH210014,Hospital Center 14 - North,210014,Walgreens,"732 Main St, City 14",Active,2020-01-01,Cardinal Health
DSH210014,Hospital Center 14 - North,210014,Walmart Pharmacy,"286 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Rite Aid,"580 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Rite Aid,"677 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walmart Pharmacy,"652 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walgreens,"280 Main St, City 14",Active,2020-01-01,Cardinal Health
DSH210014,Hospital Center 14 - North,210014,Rite Aid,"707 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walmart Pharmacy,"192 Main St, City 14",Active,2020-01-01,McKesson
DSH210014,Hospital Center 14 - North,210014,Walmart Pharmacy,"773 Main St, City 14",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walgreens,"384 Main St, City 15",Active,2020-01-01,Cardinal Health
DSH210015,Regional Medical Center 15,210015,CVS Pharmacy,"354 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walgreens,"172 Main St, City 15",Active,2020-01-01,Cardinal Health
DSH210015,Regional Medical Center 15,210015,CVS Pharmacy,"318 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Rite Aid,"915 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walgreens,"717 Main St, City 15",Active,2020-01-01,Cardinal Health
DSH210015,Regional Medical Center 15,210015,Walmart Pharmacy,"666 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,CVS Pharmacy,"396 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,CVS Pharmacy,"898 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walgreens,"637 Main St, City 15",Active,2020-01-01,Cardinal Health
DSH210015,Regional Medical Center 15,210015,Walgreens,"746 Main St, City 15",Active,2020-01-01,Cardinal Health
DSH210015,Regional Medical Center 15,210015,Walmart Pharmacy,"828 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,CVS Pharmacy,"911 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,CVS Pharmacy,"689 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,CVS Pharmacy,"567 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walmart Pharmacy,"255 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Rite Aid,"506 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walmart Pharmacy,"650 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Rite Aid,"835 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walmart Pharmacy,"364 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Rite Aid,"107 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walmart Pharmacy,"598 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walgreens,"397 Main St, City 15",Active,2020-01-01,Cardinal Health
DSH210015,Regional Medical Center 15,210015,CVS Pharmacy,"588 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Rite Aid,"293 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Rite Aid,"691 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walgreens,"510 Main St, City 15",Active,2020-01-01,Cardinal Health
DSH210015,Regional Medical Center 15,210015,Walmart Pharmacy,"416 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,CVS Pharmacy,"599 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walmart Pharmacy,"366 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Rite Aid,"892 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walmart Pharmacy,"593 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Rite Aid,"789 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walgreens,"717 Main St, City 15",Active,2020-01-01,Cardinal Health
DSH210015,Regional Medical Center 15,210015,Rite Aid,"460 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walgreens,"723 Main St, City 15",Active,2020-01-01,Cardinal Health
DSH210015,Regional Medical Center 15,210015,CVS Pharmacy,"235 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walmart Pharmacy,"608 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walgreens,"697 Main St, City 15",Active,2020-01-01,Cardinal Health
DSH210015,Regional Medical Center 15,210015,Rite Aid,"989 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,CVS Pharmacy,"134 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Rite Aid,"719 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walmart Pharmacy,"769 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Rite Aid,"225 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walmart Pharmacy,"608 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walmart Pharmacy,"507 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walmart Pharmacy,"542 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walgreens,"116 Main St, City 15",Active,2020-01-01,Cardinal Health
DSH210015,Regional Medical Center 15,210015,CVS Pharmacy,"279 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walmart Pharmacy,"318 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,CVS Pharmacy,"362 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Rite Aid,"979 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walmart Pharmacy,"888 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walmart Pharmacy,"771 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walmart Pharmacy,"610 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walgreens,"757 Main St, City 15",Active,2020-01-01,Cardinal Health
DSH210015,Regional Medical Center 15,210015,Rite Aid,"127 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,CVS Pharmacy,"155 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Rite Aid,"904 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walgreens,"200 Main St, City 15",Active,2020-01-01,Cardinal Health
DSH210015,Regional Medical Center 15,210015,Rite Aid,"547 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,CVS Pharmacy,"853 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walgreens,"772 Main St, City 15",Active,2020-01-01,Cardinal Health
DSH210015,Regional Medical Center 15,210015,Walmart Pharmacy,"424 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Rite Aid,"598 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walgreens,"627 Main St, City 15",Active,2020-01-01,Cardinal Health
DSH210015,Regional Medical Center 15,210015,Walgreens,"968 Main St, City 15",Active,2020-01-01,Cardinal Health
DSH210015,Regional Medical Center 15,210015,Rite Aid,"991 Main St, City 15",Active,2020-01-01,McKesson
DSH210015,Regional Medical Center 15,210015,Walgreens,"961 Main St, City 15",Active,2020-01-01,Cardinal Health
DSH210015,Regional Medical Center 15,210015,Walgreens,"820 Main St, City 15",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Walgreens,"347 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"621 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"103 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"637 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walgreens,"269 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"104 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"418 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walgreens,"916 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"831 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"521 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walgreens,"384 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"146 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"623 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"647 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walgreens,"861 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"185 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"997 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"221 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"193 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"462 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"399 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walgreens,"542 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Walgreens,"222 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"590 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"629 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"735 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"238 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"644 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"678 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walgreens,"796 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"618 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"100 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"157 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"593 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"604 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"900 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walgreens,"702 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Walgreens,"251 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Walgreens,"618 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"134 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"380 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"953 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walgreens,"659 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"698 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"301 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"322 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walgreens,"624 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Walgreens,"993 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"217 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"706 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"661 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"522 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"409 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"313 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"183 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walgreens,"622 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Walgreens,"854 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"898 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"642 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walgreens,"804 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"586 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"625 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"392 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walgreens,"689 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"393 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"104 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"333 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walgreens,"826 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"968 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walgreens,"454 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"989 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"166 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"400 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"974 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"401 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walgreens,"378 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"277 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walgreens,"568 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"299 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"415 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"293 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"336 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walgreens,"619 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"243 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walgreens,"635 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Walgreens,"579 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"630 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"404 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"399 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"420 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"809 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"689 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walmart Pharmacy,"145 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,CVS Pharmacy,"376 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Rite Aid,"893 Main St, City 16",Active,2020-01-01,McKesson
DSH210016,Hospital Center 16 - North,210016,Walgreens,"844 Main St, City 16",Active,2020-01-01,Cardinal Health
DSH210017,Regional Medical Center 17,210017,Walgreens,"747 Main St, City 17",Active,2020-01-01,Cardinal Health
DSH210017,Regional Medical Center 17,210017,Walgreens,"252 Main St, City 17",Active,2020-01-01,Cardinal Health
DSH210017,Regional Medical Center 17,210017,Walmart Pharmacy,"160 Main St, City 17",Active,2020-01-01,McKesson
DSH210017,Regional Medical Center 17,210017,Rite Aid,"540 Main St, City 17",Active,2020-01-01,McKesson
DSH210017,Regional Medical Center 17,210017,Walgreens,"940 Main St, City 17",Active,2020-01-01,Cardinal Health
DSH210017,Regional Medical Center 17,210017,Walgreens,"493 Main St, City 17",Active,2020-01-01,Cardinal Health
DSH210017,Regional Medical Center 17,210017,Walgreens,"778 Main St, City 17",Active,2020-01-01,Cardinal Health
DSH210017,Regional Medical Center 17,210017,Walmart Pharmacy,"883 Main St, City 17",Active,2020-01-01,McKesson
DSH210017,Regional Medical Center 17,210017,Walgreens,"884 Main St, City 17",Active,2020-01-01,Cardinal Health
DSH210017,Regional Medical Center 17,210017,Rite Aid,"835 Main St, City 17",Active,2020-01-01,McKesson
DSH210017,Regional Medical Center 17,210017,Walmart Pharmacy,"901 Main St, City 17",Active,2020-01-01,McKesson
DSH210017,Regional Medical Center 17,210017,Walmart Pharmacy,"998 Main St, City 17",Active,2020-01-01,McKesson
DSH210017,Regional Medical Center 17,210017,Rite Aid,"114 Main St, City 17",Active,2020-01-01,McKesson
DSH210017,Regional Medical Center 17,210017,Walgreens,"971 Main St, City 17",Active,2020-01-01,Cardinal Health
DSH210017,Regional Medical Center 17,210017,Walmart Pharmacy,"947 Main St, City 17",Active,2020-01-01,McKesson
DSH210017,Regional Medical Center 17,210017,Walmart Pharmacy,"887 Main St, City 17",Active,2020-01-01,McKesson
DSH210017,Regional Medical Center 17,210017,CVS Pharmacy,"281 Main St, City 17",Active,2020-01-01,McKesson
DSH210017,Regional Medical Center 17,210017,Walmart Pharmacy,"674 Main St, City 17",Active,2020-01-01,McKesson
DSH210017,Regional Medical Center 17,210017,Walmart Pharmacy,"900 Main St, City 17",Active,2020-01-01,McKesson
DSH210017,Regional Medical Center 17,210017,Walmart Pharmacy,"920 Main St, City 17",Active,2020-01-01,McKesson
DSH210017,Regional Medical Center 17,210017,Walgreens,"727 Main St, City 17",Active,2020-01-01,Cardinal Health
DSH210017,Regional Medical Center 17,210017,Rite Aid,"651 Main St, City 17",Active,2020-01-01,McKesson
DSH210017,Regional Medical Center 17,210017,Rite Aid,"383 Main St, City 17",Active,2020-01-01,McKesson
DSH210017,Regional Medical Center 17,210017,CVS Pharmacy,"129 Main St, City 17",Active,2020-01-01,McKesson
